id,13:00:00.1,12:45:00.1,12:30:00.1,12:15:00.1,12:00:00.1,11:45:00.1,11:30:00.1,11:15:00.1,11:00:00.1,10:45:00.1,10:30:00.1,10:15:00.1,10:00:00.1,09:45:00.1,09:30:00.1,09:15:00.1,09:00:00.1,08:45:00.1,08:30:00.1,08:15:00.1,08:00:00.1,07:45:00.1,07:30:00.1,07:15:00.1,07:00:00.1,06:45:00.1,06:30:00.1,06:15:00.1,06:00:00.1,05:45:00.1,05:30:00.1,05:15:00.1,05:00:00.1,04:45:00.1,04:30:00.1,04:15:00.1,04:00:00.1,03:45:00.1,03:30:00.1,03:15:00.1,03:00:00.1,02:45:00.1,02:30:00.1,02:15:00.1,02:00:00.1,01:45:00.1,01:30:00.1,01:15:00.1,01:00:00.1,00:45:00.1,00:30:00.1,00:15:00.1,23:45:00,23:30:00,23:15:00,23:00:00,22:45:00,22:30:00,22:15:00,22:00:00,21:45:00,21:30:00,21:15:00,21:00:00
User #15051,0.0,0.0035066666666666,0.1202933333333333,0.4540711111111111,0.5319266666666667,0.3044244444444445,0.0507044444444444,0.0918677777777777,0.0681766666666666,0.0,0.3009588888888889,0.5827355555555556,0.0760988888888889,0.0078822222222222,0.1645844444444444,0.0702355555555555,0.8594411111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4960355555555555,0.0,0.0,0.10885,0.0267922222222222,0.4296488888888889,0.3026822222222222
User #15051,0.1233744444444444,0.0,0.0214811111111111,0.35004,0.9756466666666668,0.0447166666666666,0.0,0.0003155555555555,0.0,0.0852488888888888,0.6422611111111111,0.0567633333333333,0.1639366666666666,0.7729966666666667,0.1456588888888888,0.1715944444444444,0.8691388888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0813777777777777,0.7917566666666667,0.0709733333333333,0.0503288888888888,0.0207822222222222,0.1940522222222222,0.0109722222222222,0.0841577777777777,0.0,0.0494355555555555,0.0,0.0200866666666666
User #15051,0.0,0.0918611111111111,0.00467,0.2536322222222222,0.0,0.0,0.0680555555555555,0.3599977777777777,0.0707,0.0,0.0,0.7344522222222222,0.4549622222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04023,0.8585255555555555,0.5452188888888889,0.0,0.0238477777777777,0.35865,0.2872955555555556,0.1221866666666666,0.0,0.5905466666666667,0.2001511111111111,0.2800577777777778
User #15051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336055555555555,0.0033066666666666,0.0,0.0,0.0,0.22274,0.4679,0.1612977777777778,0.4170655555555555,0.4173566666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1791011111111111,0.0,0.0,0.0630533333333333,0.0,0.1144588888888888,0.0,0.0587944444444444,0.0,0.0
User #15051,0.0493288888888888,0.0,0.1082188888888888,0.0,0.0857711111111111,0.0,0.0162666666666666,0.0,0.0,0.0,0.0,0.0354866666666666,0.0388966666666666,0.0,0.0447033333333333,0.3758077777777777,0.0,0.0243911111111111,0.0061377777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415555555555555,0.0,0.0,0.3160188888888889,0.2290022222222222,0.0939566666666666,0.0049966666666666,0.0399644444444444,0.0311944444444444,0.4856122222222222,0.3771122222222222
User #15051,0.0160477777777777,0.0,0.26622,0.0,0.0,0.1050011111111111,0.4109222222222222,0.1736077777777778,0.2752533333333333,0.0287344444444444,0.0199788888888888,0.0,0.3195444444444444,0.6391144444444444,0.30138,0.1668388888888889,0.5019766666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0602,0.0646733333333333,0.0,0.671561111111111,0.0990655555555555,0.0700177777777777,0.0,0.0759511111111111,0.0272966666666666
User #15051,0.0,0.3574855555555555,0.1090844444444444,0.1780511111111111,0.0,0.5479355555555555,0.06078,0.0544988888888888,0.0,0.5766155555555555,0.0802133333333333,0.0059799999999999,0.0470066666666666,0.2190566666666666,0.1943644444444444,0.8164444444444445,0.8975177777777779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1614966666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0368166666666666,0.9618722222222222,0.3303399999999999,0.4487755555555556,0.5435233333333334,0.1300055555555555,0.6821477777777778,0.4395811111111111,0.6071788888888889,0.0399122222222222,0.0531833333333333
User #15051,0.5228222222222223,0.6076288888888889,0.2435033333333333,0.2583511111111111,0.1677911111111111,0.0269777777777777,0.2799244444444444,0.0,0.0,0.1825699999999999,0.7103688888888888,0.0,0.0,0.64675,0.0,0.4393555555555555,0.6042855555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712044444444444,0.1003455555555555,0.3487166666666667,0.1151433333333333,0.2137055555555555,0.0,0.0,0.0,0.0
User #15051,0.4971988888888888,0.0,0.0,0.0,0.0,0.2913944444444444,0.0,0.39687,0.1310111111111111,0.0481811111111111,0.0725355555555555,0.2002911111111111,0.4584955555555555,0.6599044444444444,0.01368,0.0,0.5350422222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02015,0.0058388888888888,0.0439177777777777,0.096,0.0,0.7442122222222222,0.1556766666666666,0.4393211111111111,0.6017777777777779
User #15051,0.2198144444444444,0.0,0.1989244444444444,0.1540733333333333,0.2863677777777778,0.3589733333333333,0.0,0.0,0.0205799999999999,0.8591555555555556,0.38023,0.2227144444444444,0.2767688888888889,0.3683966666666667,0.0170044444444444,0.0,0.4071555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2258111111111111,0.0,0.0707888888888888,0.5035788888888889,0.1019966666666666,0.0884711111111111,0.1114966666666666,0.0,0.0528177777777777,0.1132955555555555,0.0162011111111111
