id,self_reported_sleep_duration
User #15258,7.833333333333331
User #15258,7.25
User #15258,8.416666666666668
User #15258,7.833333333333331
User #15258,5.583333333333332
User #15258,7.583333333333331
User #15258,8.666666666666668
User #15258,6.666666666666669
User #15258,6.583333333333331
User #15258,7.583333333333331
User #15258,6.25
User #15258,9.25
User #15258,6.083333333333332
User #15258,5.75
User #15258,8.083333333333332
User #15258,7.833333333333331
User #15258,6.75
User #15258,6.333333333333332
User #15258,7.333333333333331
User #15258,7.333333333333331
User #15258,5.666666666666668
User #15258,8.333333333333332
User #15258,6.833333333333331
User #15258,7.083333333333331
User #15258,7.166666666666669
User #15258,5.833333333333332
User #15258,7.833333333333331
User #15258,6.833333333333331
User #15258,6.333333333333332
User #15258,6.5
User #15258,7.833333333333331
User #15258,8.583333333333332
User #15258,8.833333333333332
User #15258,8.333333333333332
User #15258,7.166666666666669
User #15258,7.25
User #15258,8.25
User #15373,9.666666666666668
User #15373,8.666666666666668
